schema_version	occurrence_id	surface	source_path	boundary	site_kind	current_term	target_term	classification	compatibility_treatment	rollout_phase	test_owner	rationale
2	public_rust:omnigraph-compiler:10ce74e76c69f659e55673b77aab239f20ce6a948b5b173c10e4a7186cbd13f0:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::Catalog::edge_table_incarnation_id(&self, name: &str) -> core::option::Option<omnigraph_compiler::catalog::schema_ir::TableIncarnationId>	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:1578899a11b4fc370f1e7126ac29fc5ce6c984229c699b12350906d42142ab42:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	impl core::convert::From<omnigraph_compiler::catalog::schema_ir::TableIncarnationId> for u64	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:1578899a11b4fc370f1e7126ac29fc5ce6c984229c699b12350906d42142ab42:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	impl core::convert::From<omnigraph_compiler::catalog::schema_ir::TableIncarnationId> for u64	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:1845a8ae5544c27f0b586c0da176aedbfebcb561d45f90497b0ecdb878c1f050:rows:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::json_output::record_batches_to_rust_json_rows(results: &[arrow_array::record_batch::RecordBatch]) -> alloc::vec::Vec<serde_json::value::Value>	public_signature	rows	retain	result_projection	retain tabular query-result API	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	Rows and columns are accurate for this tabular query/result projection.
2	public_rust:omnigraph-compiler:2cad44fd25ea3d5fb15337ed6a371669444e79ff0be909505228b6d4231e44db:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::Catalog::table_incarnation_id(&self, name: &str) -> core::option::Option<omnigraph_compiler::catalog::schema_ir::TableIncarnationId>	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:2cad44fd25ea3d5fb15337ed6a371669444e79ff0be909505228b6d4231e44db:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::Catalog::table_incarnation_id(&self, name: &str) -> core::option::Option<omnigraph_compiler::catalog::schema_ir::TableIncarnationId>	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:33ae84eaaf482271ef54f1525e9a28d9b92b9a6255a468d952035cd2ae0cd246:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	impl core::convert::TryFrom<u64> for omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:33ae84eaaf482271ef54f1525e9a28d9b92b9a6255a468d952035cd2ae0cd246:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	impl core::convert::TryFrom<u64> for omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:35cc42f5b91077a1d32f8572c6d640368b771345a09e48ba54360f4163bca833:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::schema_ir::TableIncarnationId::fmt(&self, formatter: &mut core::fmt::Formatter<'_>) -> core::fmt::Result	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:35cc42f5b91077a1d32f8572c6d640368b771345a09e48ba54360f4163bca833:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::schema_ir::TableIncarnationId::fmt(&self, formatter: &mut core::fmt::Formatter<'_>) -> core::fmt::Result	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:454f562fd01ff0cc602d6fcbb660b50f32f727bf438d958fe0484293ff4d912a:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::catalog::schema_ir::SystemFieldRefIR::table_type_name: alloc::string::String	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:48766d56350dba543a04bd10584b24d66b5c165e30d06cab59e76d938250ffdd:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn u64::from(value: omnigraph_compiler::catalog::schema_ir::TableIncarnationId) -> Self	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:48766d56350dba543a04bd10584b24d66b5c165e30d06cab59e76d938250ffdd:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn u64::from(value: omnigraph_compiler::catalog::schema_ir::TableIncarnationId) -> Self	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:555ea21444a55885f0589ad9c06277608164890fe3f5d3bbe7a2015a443ab88d:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::Catalog::node_table_incarnation_id(&self, name: &str) -> core::option::Option<omnigraph_compiler::catalog::schema_ir::TableIncarnationId>	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:555ea21444a55885f0589ad9c06277608164890fe3f5d3bbe7a2015a443ab88d:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::Catalog::node_table_incarnation_id(&self, name: &str) -> core::option::Option<omnigraph_compiler::catalog::schema_ir::TableIncarnationId>	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:55f2256c4291bedf719b9489705101cb3bf74062d4226afa501e5605b83563be:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::SystemFieldRefIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:55f2256c4291bedf719b9489705101cb3bf74062d4226afa501e5605b83563be:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::SystemFieldRefIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:5753094e8392535277bd20f0dd74765ef2d13286ef069a3f506c12c595f4fb29:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::catalog::schema_ir::NodeIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:5753094e8392535277bd20f0dd74765ef2d13286ef069a3f506c12c595f4fb29:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::catalog::schema_ir::NodeIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:62331b2ff3f4983f580adceadb24f4b6358d0fb7624e8d876f79cd180ce54277:rows:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::result::QueryResult::num_rows(&self) -> usize	public_signature	rows	retain	result_projection	retain tabular query-result API	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	Rows and columns are accurate for this tabular query/result projection.
2	public_rust:omnigraph-compiler:62331b2ff3f4983f580adceadb24f4b6358d0fb7624e8d876f79cd180ce54277:rows:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::result::QueryResult::num_rows(&self) -> usize	public_signature	rows	retain	result_projection	retain tabular query-result API	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	Rows and columns are accurate for this tabular query/result projection.
2	public_rust:omnigraph-compiler:626f9ade090bb8b1aa7605de50ca1a2ee06de729e3c3d1e707b2788029d00e09:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::schema_ir::TableIncarnationId::try_from(value: u64) -> core::result::Result<Self, Self::Error>	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:626f9ade090bb8b1aa7605de50ca1a2ee06de729e3c3d1e707b2788029d00e09:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::catalog::schema_ir::TableIncarnationId::try_from(value: u64) -> core::result::Result<Self, Self::Error>	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:6a217d7e6feac7b5591c49e06aecfa63fe654810263e416b255d64e4d0ea49c6:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub type omnigraph_compiler::catalog::schema_ir::TableIncarnationId::Error = omnigraph_compiler::error::CompilerError	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:6a217d7e6feac7b5591c49e06aecfa63fe654810263e416b255d64e4d0ea49c6:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub type omnigraph_compiler::catalog::schema_ir::TableIncarnationId::Error = omnigraph_compiler::error::CompilerError	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:6e54ddc67626029d92e7cab43029ed06e4b986500b86dc1a39b65613f692954b:rows:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::json_output::record_batches_to_json_rows(results: &[arrow_array::record_batch::RecordBatch]) -> alloc::vec::Vec<serde_json::value::Value>	public_signature	rows	retain	result_projection	retain tabular query-result API	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	Rows and columns are accurate for this tabular query/result projection.
2	public_rust:omnigraph-compiler:96fa084ee76568762ec622e9e480f04482221b1ea7fdf9da3b3dee56a0fbb879:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	impl omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:96fa084ee76568762ec622e9e480f04482221b1ea7fdf9da3b3dee56a0fbb879:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	impl omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:98361210e9961bfcaa6153e379877200d729f8f5ceb9ec1c88de786bee324a96:row:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub fn omnigraph_compiler::json_output::array_value_to_json(array: &arrow_array::array::ArrayRef, row: usize) -> serde_json::value::Value	public_signature	row	retain	physical_storage	retain exact physical execution API	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	The symbol refers to a physical scanner, manifest row, execution counter, or backing-store hook.
2	public_rust:omnigraph-compiler:a37d6bad2714bc5f6701b077f930d191028c7e4beb3df60cac73b3fbf2a6b799:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub const fn omnigraph_compiler::catalog::schema_ir::TableIncarnationId::get(self) -> u64	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:a37d6bad2714bc5f6701b077f930d191028c7e4beb3df60cac73b3fbf2a6b799:Table:2:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub const fn omnigraph_compiler::catalog::schema_ir::TableIncarnationId::get(self) -> u64	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:ac2ee3383697849e4cf618d9a0edab6a44320889a77c3ccf9ef43ab9c54cbd5f:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::EdgeIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:ac2ee3383697849e4cf618d9a0edab6a44320889a77c3ccf9ef43ab9c54cbd5f:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::EdgeIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:b2ba82f173b801c624248fbdc0c849ca56db42bdd12c7a51567f6add7d1f16f7:Table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::catalog::schema_ir::SystemFieldRefIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	Table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:b2ba82f173b801c624248fbdc0c849ca56db42bdd12c7a51567f6add7d1f16f7:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::catalog::schema_ir::SystemFieldRefIR::table_incarnation_id: omnigraph_compiler::catalog::schema_ir::TableIncarnationId	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
2	public_rust:omnigraph-compiler:b879dcb68821b6c313bcb45273402d648f364f5bb53c5434cd04ab1fe08d1691:table:1:1	public_rust	crates/omnigraph-compiler/Cargo.toml	pub omnigraph_compiler::SystemFieldRefIR::stable_table_id: omnigraph_compiler::catalog::schema_ir::StableTypeId	public_signature	table	retain	physical_storage	retain persisted physical identity name	none	omnigraph-vocabulary-guard::public_rust_inventory_matches	This is an exact persisted schema/storage identity name, not graph-facing table vocabulary.
